"buffer_center","children"
"5674","5658"
"5673","place-estav"
"5673","74637"
"5673","74636"
"5673","5673"
"5673","5659"
"5670","5897"
"5670","5670"
"5666","place-wimnl"
"5666","70050"
"5666","70049"
"5666","5666"
"5665","5848"
"5665","5665"
"5664","5849"
"5664","5664"
"5659","place-estav"
"5659","74637"
"5659","74636"
"5659","5673"
"5659","5659"
"5658","5674"
"5658","5658"
"5657","5675"
"5657","5657"
"5656","5676"
"5656","5656"
"5654","5678"
"5654","5654"
"5653","5653"
"5653","5613"
"5651","place-ER-0046"
"5651","place-belsq"
"5651","Chelsea"
"5651","74633"
"5651","74632"
"5651","5651"
"5651","5609"
"5650","5650"
"5648","15054"
"5648","5648"
"5647","74631"
"5647","74630"
"5647","5684"
"5647","5647"
"5646","5685"
"5646","5646"
"5644","5688"
"5644","5687"
"5644","5644"
"5644","5643"
"5643","5688"
"5643","5644"
"5643","5643"
"5642","5689"
"5642","5642"
"5640","15566"
"5640","5640"
"5640","5558"
"5639","5691"
"5639","5639"
"5638","5692"
"5638","5638"
"5637","5693"
"5637","5637"
"5636","5636"
"5636","5577"
"5636","5547"
"5633","5633"
"5633","5588"
"5632","5632"
"5632","5589"
"5631","5631"
"5631","5590"
"5630","5630"
"5630","5591"
"5629","5629"
"5629","5592"
"5628","5628"
"5628","5593"
"5627","5627"
"5627","5594"
"5626","5626"
"5626","5596"
"5626","5595"
"5625","5625"
"5625","5597"
"5625","5596"
"5624","5624"
"5624","5598"
"5623","5623"
"5623","5599"
"5621","5621"
"5621","5600"
"5620","5620"
"5620","5602"
"5620","5601"
"5619","5619"
"5619","5602"
"5618","74632"
"5618","5618"
"5618","5603"
"5617","56170"
"5617","46170"
"5617","5617"
"5615","5615"
"5615","5605"
"5614","5678"
"5614","5614"
"5613","5749"
"5613","5728"
"5613","5653"
"5613","5613"
"5612","5612"
"5611","5611"
"5610","35751"
"5610","5724"
"5610","5610"
"5609","56170"
"5609","5651"
"5609","5609"
"5607","5607"
"5606","5606"
"5605","5615"
"5605","5605"
"5603","place-belsq"
"5603","74632"
"5603","5618"
"5603","5603"
"5602","5620"
"5602","5619"
"5602","5602"
"5602","5601"
"5601","5620"
"5601","5602"
"5601","5601"
"5600","5621"
"5600","5600"
"5599","5623"
"5599","5599"
"5598","5624"
"5598","5598"
"5597","5625"
"5597","5597"
"5596","5626"
"5596","5625"
"5596","5596"
"5596","5595"
"5595","5626"
"5595","5596"
"5595","5595"
"5594","5627"
"5594","5594"
"5593","5628"
"5593","5593"
"5592","5629"
"5592","5592"
"5591","5630"
"5591","5591"
"5590","5631"
"5590","5590"
"5589","5632"
"5589","5589"
"5588","5633"
"5588","5588"
"5587","5587"
"5586","5763"
"5586","5713"
"5586","5586"
"5585","5585"
"5585","5537"
"5583","5583"
"5583","5539"
"5582","5582"
"5582","5540"
"5581","5581"
"5581","5542"
"5580","5580"
"5579","5579"
"5579","5544"
"5578","5578"
"5578","5546"
"5577","5636"
"5577","5577"
"5577","5549"
"5577","5547"
"5576","5576"
"5576","5575"
"5576","5549"
"5575","5576"
"5575","5575"
"5574","5574"
"5574","5550"
"5572","5572"
"5572","5552"
"5571","5571"
"5571","5553"
"5570","5570"
"5570","5554"
"5569","5569"
"5569","5554"
"5568","5568"
"5568","5555"
"5567","5567"
"5567","5556"
"5566","5566"
"5566","5557"
"5565","5565"
"5565","5560"
"5563","5563"
"5563","5561"
"5562","35765"
"5562","5562"
"5561","5563"
"5561","5561"
"5560","5565"
"5560","5560"
"5559","5695"
"5559","5559"
"5558","15566"
"5558","5640"
"5558","5558"
"5557","5566"
"5557","5557"
"5556","5567"
"5556","5556"
"5555","5568"
"5555","5555"
"5554","5570"
"5554","5569"
"5554","5554"
"5553","5571"
"5553","5553"
"5552","5572"
"5552","5552"
"5550","5574"
"5550","5550"
"5549","5577"
"5549","5576"
"5549","5549"
"5549","5547"
"5547","5636"
"5547","5577"
"5547","5549"
"5547","5547"
"5546","5578"
"5546","5546"
"5544","5579"
"5544","5544"
"5543","5543"
"5542","5581"
"5542","5542"
"5541","45581"
"5541","5541"
"5540","5582"
"5540","5540"
"5539","5583"
"5539","5539"
"5538","5538"
"5537","5585"
"5537","5537"
"5532","5532"
"5532","5473"
"5531","5531"
"5531","5474"
"5530","5530"
"5530","5475"
"5529","5529"
"5529","5476"
"5527","5527"
"5527","5478"
"5525","5525"
"5525","5480"
"5524","5524"
"5524","5481"
"5523","5523"
"5523","5482"
"5522","5522"
"5522","5483"
"5521","5521"
"5521","5484"
"5520","5520"
"5520","5485"
"5519","5519"
"5519","5487"
"5518","5518"
"5518","5488"
"5518","5354"
"5517","5517"
"5517","5490"
"5517","5489"
"5515","5515"
"5515","5487"
"5515","5486"
"5514","5514"
"5513","15492"
"5513","5513"
"5511","5511"
"5511","5494"
"5511","5493"
"5510","5510"
"5510","5495"
"5509","5509"
"5509","5497"
"5508","5508"
"5508","5498"
"5507","5507"
"5507","5499"
"5506","5506"
"5506","5500"
"5505","5505"
"5505","5501"
"5504","5504"
"5504","5502"
"5502","5504"
"5502","5502"
"5501","5505"
"5501","5501"
"5500","5506"
"5500","5500"
"5499","5507"
"5499","5499"
"5498","5508"
"5498","5498"
"5497","5509"
"5497","5497"
"5496","5695"
"5496","5496"
"5495","5510"
"5495","5495"
"5495","5494"
"5494","5511"
"5494","5495"
"5494","5494"
"5493","15492"
"5493","5511"
"5493","5493"
"5490","5517"
"5490","5490"
"5490","5489"
"5489","5517"
"5489","5490"
"5489","5489"
"5488","5518"
"5488","5488"
"5488","5354"
"5487","5519"
"5487","5515"
"5487","5487"
"5486","5515"
"5486","5486"
"5485","5520"
"5485","5485"
"5484","5521"
"5484","5484"
"5483","5522"
"5483","5483"
"5482","5523"
"5482","5482"
"5481","5524"
"5481","5481"
"5480","5525"
"5480","5480"
"5478","5527"
"5478","5478"
"5477","5477"
"5476","5529"
"5476","5476"
"5475","5530"
"5475","5475"
"5474","5531"
"5474","5474"
"5473","5532"
"5473","5473"
"5472","5472"
"5469","9003"
"5469","5469"
"5469","5433"
"5469","5432"
"5468","5468"
"5468","5434"
"5467","5467"
"5467","5435"
"5466","9060"
"5466","9025"
"5466","5466"
"5466","5436"
"5464","5464"
"5463","5463"
"5463","5440"
"5462","5462"
"5462","5441"
"5461","5461"
"5461","5442"
"5460","5460"
"5459","5459"
"5459","5443"
"5457","5457"
"5457","5445"
"5454","5454"
"5454","5374"
"5454","5365"
"5453","5453"
"5453","5447"
"5452","5452"
"5452","5449"
"5452","5448"
"5451","45413"
"5451","45331"
"5451","5451"
"5451","5414"
"5451","5394"
"5450","5907"
"5450","5450"
"5449","5452"
"5449","5449"
"5449","5448"
"5448","5452"
"5448","5449"
"5448","5448"
"5447","5453"
"5447","5447"
"5445","9215"
"5445","5457"
"5445","5445"
"5444","5444"
"5443","5459"
"5443","5443"
"5442","5461"
"5442","5442"
"5441","5462"
"5441","5441"
"5440","5463"
"5440","5440"
"5436","9060"
"5436","9025"
"5436","5466"
"5436","5436"
"5435","5467"
"5435","5435"
"5434","5468"
"5434","5434"
"5433","9003"
"5433","5469"
"5433","5433"
"5432","5469"
"5432","5432"
"5431","5431"
"5431","5376"
"5430","5430"
"5430","5377"
"5429","5429"
"5429","5378"
"5428","45428"
"5428","45378"
"5428","5428"
"5428","5379"
"5427","5427"
"5427","5380"
"5426","5426"
"5426","5381"
"5426","5380"
"5425","5425"
"5425","5382"
"5424","5424"
"5424","5383"
"5423","5423"
"5423","5384"
"5422","5422"
"5422","5385"
"5421","5421"
"5421","5386"
"5420","5420"
"5419","5419"
"5419","5388"
"5418","5418"
"5418","5389"
"5418","5361"
"5418","5347"
"5417","5417"
"5417","5391"
"5416","5416"
"5416","5392"
"5415","5415"
"5415","5393"
"5414","45413"
"5414","45331"
"5414","5451"
"5414","5414"
"5414","5394"
"5413","5413"
"5413","5395"
"5412","5412"
"5412","5396"
"5412","5058"
"5412","5047"
"5411","5411"
"5411","5397"
"5410","5410"
"5410","5399"
"5410","5398"
"5409","5409"
"5409","5399"
"5408","5408"
"5408","5400"
"5407","45406"
"5407","5407"
"5407","5401"
"5406","5406"
"5406","5403"
"5405","5405"
"5405","5404"
"5404","5405"
"5404","5404"
"5403","5406"
"5403","5403"
"5402","45406"
"5402","5402"
"5401","45406"
"5401","5407"
"5401","5401"
"5400","5408"
"5400","5400"
"5399","5410"
"5399","5409"
"5399","5399"
"5398","5410"
"5398","5398"
"5397","5411"
"5397","5397"
"5396","5412"
"5396","5396"
"5396","5058"
"5396","5047"
"5395","5413"
"5395","5395"
"5394","45413"
"5394","45331"
"5394","5451"
"5394","5414"
"5394","5394"
"5393","5415"
"5393","5393"
"5392","5416"
"5392","5392"
"5391","5417"
"5391","5391"
"5389","5418"
"5389","5389"
"5389","5361"
"5389","5347"
"5388","5419"
"5388","5388"
"5387","5387"
"5386","5421"
"5386","5386"
"5385","5422"
"5385","5385"
"5384","5423"
"5384","5384"
"5383","5424"
"5383","5383"
"5382","5425"
"5382","5382"
"5381","5426"
"5381","5381"
"5380","5427"
"5380","5426"
"5380","5380"
"5379","45428"
"5379","45378"
"5379","5428"
"5379","5379"
"5378","5429"
"5378","5378"
"5377","5430"
"5377","5377"
"5376","5431"
"5376","5376"
"5375","5375"
"5375","5364"
"5375","5344"
"5374","5454"
"5374","5374"
"5374","5365"
"5373","5373"
"5373","5365"
"5369","5369"
"5366","5366"
"5365","5454"
"5365","5374"
"5365","5373"
"5365","5365"
"5364","5375"
"5364","5364"
"5364","5344"
"5363","5363"
"5362","5362"
"5362","5345"
"5361","5418"
"5361","5389"
"5361","5361"
"5361","5347"
"5360","5360"
"5360","5348"
"5359","5359"
"5359","5349"
"5358","5358"
"5358","5350"
"5357","5357"
"5357","5351"
"5356","5356"
"5356","5352"
"5355","5355"
"5355","5353"
"5354","5518"
"5354","5488"
"5354","5354"
"5353","5355"
"5353","5353"
"5352","5356"
"5352","5352"
"5351","5357"
"5351","5351"
"5350","5358"
"5350","5350"
"5349","5359"
"5349","5349"
"5348","5360"
"5348","5348"
"5347","5418"
"5347","5389"
"5347","5361"
"5347","5347"
"5345","5362"
"5345","5345"
"5344","5375"
"5344","5364"
"5344","5344"
"5344","5343"
"5343","5344"
"5343","5343"
"5342","5342"
"5338","5338"
"5338","5328"
"5337","9058"
"5337","9029"
"5337","9028"
"5337","5337"
"5336","9058"
"5336","9029"
"5336","5336"
"5336","5330"
"5335","45332"
"5335","5335"
"5334","5334"
"5334","5332"
"5333","8308"
"5333","5333"
"5332","5334"
"5332","5332"
"5331","45332"
"5331","5331"
"5330","9058"
"5330","9029"
"5330","5336"
"5330","5330"
"5328","5338"
"5328","5328"
"5327","place-mlmnl"
"5327","Malden Center"
"5327","70035"
"5327","70034"
"5327","53270"
"5327","5327"
"5327","5072"
"5325","5325"
"5325","5282"
"5324","5324"
"5324","5284"
"5323","5323"
"5323","5285"
"5322","5322"
"5322","5286"
"5321","5321"
"5321","5287"
"5319","5319"
"5317","12888"
"5317","5317"
"5317","5290"
"5316","5316"
"5316","5291"
"5316","5040"
"5316","5034"
"5315","5315"
"5315","5292"
"5314","5314"
"5314","5293"
"5314","5292"
"5312","5312"
"5312","5295"
"5312","5294"
"5311","5311"
"5311","5296"
"5310","5310"
"5310","5297"
"5309","5309"
"5309","5298"
"5308","5308"
"5308","5299"
"5307","5307"
"5307","5300"
"5306","5306"
"5306","5301"
"5305","5305"
"5305","5302"
"5303","5303"
"5303","2729"
"5303","2703"
"5302","5305"
"5302","5302"
"5301","5306"
"5301","5301"
"5300","5307"
"5300","5300"
"5299","5308"
"5299","5299"
"5298","5309"
"5298","5298"
"5297","5310"
"5297","5297"
"5296","5311"
"5296","5296"
"5295","5312"
"5295","5295"
"5294","5312"
"5294","5294"
"5293","5314"
"5293","5293"
"5292","5315"
"5292","5314"
"5292","5292"
"5291","5316"
"5291","5291"
"5291","5040"
"5291","5034"
"5290","5317"
"5290","5290"
"5289","15431"
"5289","5289"
"5287","5321"
"5287","5287"
"5286","5322"
"5286","5286"
"5285","5323"
"5285","5285"
"5284","5324"
"5284","5284"
"5283","5283"
"5282","5325"
"5282","5282"
"5279","5279"
"5279","5265"
"5277","5277"
"5277","5268"
"5276","5276"
"5276","5267"
"5275","5275"
"5275","5269"
"5274","5274"
"5274","5270"
"5271","place-welln"
"5271","70033"
"5271","70032"
"5271","5271"
"5270","5274"
"5270","5270"
"5269","5275"
"5269","5269"
"5268","5277"
"5268","5268"
"5267","5276"
"5267","5267"
"5266","5266"
"5265","5279"
"5265","5265"
"5264","8311"
"5264","8308"
"5264","5264"
"5263","5263"
"5262","5262"
"5262","5210"
"5261","5261"
"5261","5211"
"5260","5260"
"5260","5212"
"5259","5259"
"5259","5213"
"5258","5258"
"5258","5214"
"5257","5257"
"5257","804"
"5257","787"
"5256","15216"
"5256","5256"
"5255","15216"
"5255","5255"
"5255","5217"
"5254","5254"
"5254","5253"
"5254","5218"
"5253","5254"
"5253","5253"
"5253","5219"
"5253","5218"
"5252","5252"
"5252","5220"
"5251","5251"
"5251","5221"
"5250","5250"
"5250","5249"
"5250","5222"
"5249","5250"
"5249","5249"
"5249","5222"
"5249","1853"
"5248","5248"
"5248","5224"
"5247","5247"
"5247","5225"
"5246","5246"
"5246","5226"
"5245","5245"
"5245","5227"
"5244","5244"
"5244","5228"
"5243","5243"
"5243","5229"
"5241","5241"
"5241","5231"
"5236","41187"
"5236","5236"
"5235","5235"
"5235","5234"
"5234","71187"
"5234","5235"
"5234","5234"
"5233","5233"
"5232","5232"
"5232","546"
"5231","5241"
"5231","5231"
"5230","15241"
"5230","5230"
"5229","5243"
"5229","5229"
"5228","5244"
"5228","5228"
"5227","5245"
"5227","5227"
"5226","5246"
"5226","5226"
"5225","5247"
"5225","5225"
"5224","5248"
"5224","5224"
"5223","5223"
"5223","1875"
"5223","1853"
"5222","5250"
"5222","5249"
"5222","5222"
"5221","5251"
"5221","5221"
"5220","5252"
"5220","5220"
"5219","5253"
"5219","5219"
"5218","5254"
"5218","5253"
"5218","5218"
"5217","5255"
"5217","5217"
"5215","9162"
"5215","9161"
"5215","9042"
"5215","9041"
"5215","5215"
"5214","5258"
"5214","5214"
"5213","5259"
"5213","5213"
"5212","5260"
"5212","5212"
"5211","5261"
"5211","5211"
"5210","5262"
"5210","5210"
"5203","5203"
"5202","25203"
"5202","5202"
"5201","35201"
"5201","25202"
"5201","5201"
"5104","place-davis"
"5104","70064"
"5104","70063"
"5104","5104"
"5104","5015"
"5104","2581"
"5100","5100"
"5100","1789"
"5100","1398"
"5100","1381"
"5099","15094"
"5099","5099"
"5099","5094"
"5098","36541"
"5098","5098"
"5098","5095"
"5095","36541"
"5095","5098"
"5095","5095"
"5094","5099"
"5094","5094"
"5093","5093"
"5091","10015"
"5091","5091"
"5090","5090"
"5089","5089"
"5088","15061"
"5088","5088"
"5087","5087"
"5087","5059"
"5086","45059"
"5086","5086"
"5085","5085"
"5085","5084"
"5085","5060"
"5084","5085"
"5084","5084"
"5083","5083"
"5083","5061"
"5081","5081"
"5081","5079"
"5080","5080"
"5079","5081"
"5079","5079"
"5078","5078"
"5078","5062"
"5077","5077"
"5077","5066"
"5076","5076"
"5076","5067"
"5075","5075"
"5075","5068"
"5074","5074"
"5074","5069"
"5072","place-mlmnl"
"5072","Malden Center"
"5072","70035"
"5072","70034"
"5072","53270"
"5072","5327"
"5072","5072"
"5070","5070"
"5069","5074"
"5069","5069"
"5068","5075"
"5068","5068"
"5067","5076"
"5067","5067"
"5066","5077"
"5066","5066"
"5062","5078"
"5062","5062"
"5061","5083"
"5061","5061"
"5060","45059"
"5060","5085"
"5060","5060"
"5059","5087"
"5059","5059"
"5058","5412"
"5058","5396"
"5058","5058"
"5058","5047"
"5057","5057"
"5057","5048"
"5056","5056"
"5056","5049"
"5055","5055"
"5055","5050"
"5054","5054"
"5054","5051"
"5051","5054"
"5051","5051"
"5050","5055"
"5050","5050"
"5049","5056"
"5049","5049"
"5048","5057"
"5048","5048"
"5047","5412"
"5047","5396"
"5047","5058"
"5047","5047"
"5045","5045"
"5040","5316"
"5040","5291"
"5040","5040"
"5040","5034"
"5039","5039"
"5039","5035"
"5038","5038"
"5038","5037"
"5037","5038"
"5037","5037"
"5036","15038"
"5036","5036"
"5035","5039"
"5035","5035"
"5034","5316"
"5034","5291"
"5034","5040"
"5034","5034"
"5032","5032"
"5031","5031"
"5021","5021"
"5021","5012"
"5021","2381"
"5020","5020"
"5020","5013"
"5019","5019"
"5019","5014"
"5015","place-davis"
"5015","70064"
"5015","70063"
"5015","5104"
"5015","5015"
"5015","2581"
"5014","5019"
"5014","5014"
"5013","5020"
"5013","5013"
"5012","5021"
"5012","5012"
"5008","6322"
"5008","5008"
"5008","5006"
"5008","5005"
"5006","6322"
"5006","5008"
"5006","5006"
"5006","5005"
"5005","6322"
"5005","5008"
"5005","5006"
"5005","5005"
"5004","6323"
"5004","5004"
"5003","5003"
"5002","5002"
"4982","49914"
"4982","4982"
"4952","4952"
"4952","4949"
"4951","4951"
"4951","4950"
"4950","4951"
"4950","4950"
"4950","4608"
"4949","4952"
"4949","4949"
"4948","14609"
"4948","4948"
"4946","4946"
"4946","4918"
"4945","4945"
"4945","4919"
"4943","4943"
"4943","4921"
"4942","4942"
"4942","4922"
"4941","4941"
"4941","4923"
"4940","4940"
"4940","4924"
"4939","4939"
"4939","4925"
"4938","14925"
"4938","4938"
"4937","4937"
"4937","4926"
"4936","4936"
"4936","4928"
"4935","4935"
"4935","4929"
"4934","4934"
"4934","4930"
"4933","4933"
"4933","4932"
"4932","4933"
"4932","4932"
"4931","4931"
"4930","4934"
"4930","4930"
"4929","4935"
"4929","4929"
"4928","4936"
"4928","4928"
"4927","14936"
"4927","4927"
"4926","4937"
"4926","4926"
"4925","4939"
"4925","4925"
"4924","4940"
"4924","4924"
"4923","4941"
"4923","4923"
"4922","4942"
"4922","4922"
"4921","4943"
"4921","4921"
"4920","4920"
"4919","4945"
"4919","4919"
"4918","4946"
"4918","4918"
"4916","4916"
"4915","4915"
"4915","4811"
"4914","4914"
"4913","4913"
"4913","4813"
"4912","4912"
"4912","4814"
"4911","4911"
"4911","4815"
"4909","4909"
"4909","4816"
"4908","4908"
"4908","4817"
"4907","4907"
"4907","4818"
"4906","4906"
"4906","4819"
"4905","4905"
"4905","4821"
"4905","4820"
"4904","14822"
"4904","4904"
"4903","4903"
"4903","4822"
"4902","4902"
"4902","4823"
"4901","4901"
"4901","4824"
"4895","4895"
"4892","4892"
"4892","4751"
"4891","4891"
"4891","4752"
"4886","4886"
"4886","4755"
"4885","4885"
"4885","4757"
"4883","4883"
"4883","4758"
"4882","4882"
"4882","4759"
"4881","4881"
"4881","4760"
"4880","4880"
"4880","4762"
"4879","4879"
"4879","4763"
"4878","4878"
"4878","4764"
"4877","4877"
"4877","4765"
"4876","4876"
"4876","4768"
"4876","4766"
"4875","4875"
"4875","4770"
"4874","4874"
"4873","4873"
"4872","4872"
"4872","4771"
"4870","4870"
"4870","4772"
"4869","4869"
"4869","4773"
"4868","4868"
"4868","4774"
"4866","4866"
"4866","4776"
"4865","4865"
"4865","4864"
"4865","4826"
"4865","4777"
"4864","4865"
"4864","4864"
"4864","4826"
"4864","4777"
"4862","4862"
"4862","4779"
"4861","4861"
"4860","4860"
"4860","4782"
"4859","4859"
"4859","4784"
"4858","4858"
"4858","4857"
"4858","4786"
"4858","4785"
"4857","4858"
"4857","4857"
"4857","4787"
"4857","4786"
"4856","4856"
"4856","4712"
"4855","4855"
